date,location,infectives,mlrt,low,high
2020-09-29,KZN,876.9,0.89,0.58,1.15
2020-09-30,KZN,869.2,0.91,0.6,1.17
2020-10-01,KZN,861.9,0.92,0.62,1.19
2020-10-02,KZN,854.2,0.93,0.63,1.2
2020-10-03,KZN,845.8,0.93,0.6,1.18
2020-10-04,KZN,837.2,0.93,0.61,1.19
2020-10-05,KZN,829.2,0.93,0.61,1.19
2020-10-06,KZN,823.0,0.94,0.62,1.2
2020-10-07,KZN,820.2,0.96,0.65,1.23
2020-10-08,KZN,821.7,0.98,0.67,1.25
2020-10-09,KZN,828.4,1.02,0.71,1.29
2020-10-10,KZN,839.7,1.05,0.74,1.32
2020-10-11,KZN,854.7,1.09,0.76,1.34
2020-10-12,KZN,871.8,1.11,0.8,1.37
2020-10-13,KZN,888.9,1.12,0.81,1.38
2020-10-14,KZN,904.9,1.12,0.83,1.39
2020-10-15,KZN,918.1,1.11,0.81,1.37
2020-10-16,KZN,927.7,1.09,0.78,1.34
2020-10-17,KZN,933.8,1.06,0.75,1.31
2020-10-18,KZN,937.3,1.04,0.73,1.29
2020-10-19,KZN,939.2,1.03,0.71,1.27
2020-10-20,KZN,941.0,1.02,0.74,1.29
2020-10-21,KZN,943.3,1.02,0.73,1.28
2020-10-22,KZN,947.1,1.02,0.74,1.29
2020-10-23,KZN,952.0,1.03,0.74,1.29
2020-10-24,KZN,956.3,1.03,0.73,1.28
2020-10-25,KZN,958.0,1.02,0.72,1.27
2020-10-26,KZN,955.9,1.0,0.7,1.25
2020-10-27,KZN,948.9,0.97,0.68,1.23
2020-10-28,KZN,936.2,0.93,0.65,1.2
2020-10-29,KZN,917.5,0.89,0.58,1.14
2020-10-30,KZN,894.5,0.85,0.56,1.12
2020-10-31,KZN,869.8,0.82,0.51,1.08
2020-11-01,KZN,846.9,0.81,0.51,1.08
2020-11-02,KZN,828.3,0.83,0.51,1.09
2020-11-03,KZN,815.6,0.86,0.55,1.13
2020-11-04,KZN,809.9,0.9,0.6,1.18
2020-11-05,KZN,811.5,0.96,0.66,1.24
2020-11-06,KZN,819.3,1.01,0.71,1.29
2020-11-07,KZN,831.8,1.06,0.74,1.32
2020-11-08,KZN,847.6,1.09,0.77,1.35
2020-11-09,KZN,865.8,1.12,0.82,1.39
2020-11-10,KZN,886.3,1.14,0.83,1.4
2020-11-11,KZN,909.4,1.16,0.87,1.43
2020-11-12,KZN,936.4,1.18,0.87,1.43
2020-11-13,KZN,968.2,1.21,0.92,1.47
2020-11-14,KZN,1004.7,1.23,0.93,1.48
2020-11-15,KZN,1045.7,1.26,0.96,1.5
2020-11-16,KZN,1091.1,1.28,0.99,1.52
2020-11-17,KZN,1140.5,1.29,1.02,1.54
2020-11-18,KZN,1195.2,1.31,1.04,1.55
2020-11-19,KZN,1255.6,1.33,1.07,1.57
2020-11-20,KZN,1322.6,1.35,1.07,1.57
2020-11-21,KZN,1397.6,1.37,1.09,1.58
2020-11-22,KZN,1482.3,1.39,1.13,1.61
2020-11-23,KZN,1580.6,1.43,1.16,1.63
2020-11-24,KZN,1697.7,1.47,1.24,1.69
2020-11-25,KZN,1839.0,1.53,1.29,1.73
2020-11-26,KZN,2011.8,1.59,1.35,1.78
2020-11-27,KZN,2224.4,1.67,1.44,1.85
2020-11-28,KZN,2485.6,1.74,1.54,1.93
2020-11-29,KZN,2805.2,1.82,1.6,1.98
2020-11-30,KZN,3192.4,1.88,1.68,2.04
2020-12-01,KZN,3657.1,1.93,1.74,2.08
2020-12-02,KZN,4207.4,1.97,1.79,2.11
2020-12-03,KZN,4848.4,1.99,1.82,2.12
2020-12-04,KZN,5582.5,1.99,1.84,2.12
2020-12-05,KZN,6401.8,1.96,1.81,2.08
2020-12-06,KZN,7289.2,1.92,1.78,2.03
2020-12-07,KZN,8224.1,1.85,1.72,1.96
2020-12-08,KZN,9183.8,1.78,1.65,1.88
2020-12-09,KZN,10150.0,1.71,1.58,1.8
2020-12-10,KZN,11108.6,1.64,1.52,1.73
2020-12-11,KZN,12055.2,1.58,1.47,1.67
2020-12-12,KZN,13003.4,1.53,1.42,1.62
2020-12-13,KZN,13971.2,1.51,1.4,1.59
2020-12-14,KZN,14984.1,1.49,1.38,1.57
2020-12-15,KZN,16064.1,1.49,1.38,1.56
2020-12-16,KZN,17219.7,1.49,1.39,1.56
2020-12-17,KZN,18451.5,1.48,1.38,1.55
2020-12-18,KZN,19738.5,1.47,1.38,1.54
2020-12-19,KZN,21041.1,1.45,1.35,1.51
2020-12-20,KZN,22314.0,1.41,1.33,1.48
2020-12-21,KZN,23506.2,1.37,1.28,1.43
2020-12-22,KZN,24586.6,1.32,1.23,1.38
2020-12-23,KZN,25555.8,1.27,1.18,1.33
2020-12-24,KZN,26431.6,1.24,1.16,1.3
2020-12-25,KZN,27247.5,1.21,1.13,1.27
2020-12-26,KZN,28036.1,1.2,1.12,1.26
2020-12-27,KZN,28837.0,1.2,1.11,1.25
2020-12-28,KZN,29700.3,1.21,1.12,1.26
2020-12-29,KZN,30654.0,1.22,1.15,1.28
2020-12-30,KZN,31684.2,1.23,1.16,1.29
2020-12-31,KZN,32743.9,1.23,1.15,1.28
2021-01-01,KZN,33758.1,1.21,1.14,1.27
2021-01-02,KZN,34656.3,1.18,1.11,1.24
2021-01-03,KZN,35385.2,1.15,1.08,1.2
2021-01-04,KZN,35874.3,1.1,1.03,1.15
2021-01-05,KZN,36054.3,1.04,0.97,1.09
2021-01-06,KZN,35881.6,0.97,0.9,1.02
2021-01-07,KZN,35358.8,0.9,0.82,0.95
2021-01-08,KZN,34541.0,0.84,0.76,0.89
2021-01-09,KZN,33509.7,0.79,0.71,0.84
2021-01-10,KZN,32319.3,0.75,0.67,0.8
2021-01-11,KZN,31034.7,0.72,0.64,0.77
2021-01-12,KZN,29733.6,0.7,0.62,0.76
2021-01-13,KZN,28480.3,0.7,0.62,0.76
2021-01-14,KZN,27295.2,0.7,0.62,0.76
2021-01-15,KZN,26168.4,0.7,0.63,0.77
2021-01-16,KZN,25078.3,0.7,0.61,0.76
2021-01-17,KZN,24033.6,0.7,0.61,0.76
2021-01-18,KZN,23021.1,0.7,0.61,0.76
2021-01-19,KZN,21997.0,0.68,0.59,0.75
2021-01-20,KZN,20923.3,0.65,0.56,0.72
2021-01-21,KZN,19800.9,0.62,0.53,0.69
2021-01-22,KZN,18647.5,0.58,0.48,0.65
2021-01-23,KZN,17471.6,0.55,0.45,0.62
2021-01-24,KZN,16259.5,0.5,0.4,0.58
2021-01-25,KZN,15017.6,0.45,0.35,0.53
2021-01-26,KZN,13784.5,0.4,0.3,0.49
2021-01-27,KZN,12603.7,0.38,0.26,0.46
2021-01-28,KZN,11489.8,0.35,0.23,0.44
2021-01-29,KZN,10440.8,0.33,0.2,0.42
2021-01-30,KZN,9459.8,0.31,0.18,0.41
2021-01-31,KZN,8555.1,0.3,0.16,0.4
2021-02-01,KZN,7735.0,0.29,0.15,0.4
2021-02-02,KZN,6998.6,0.3,0.15,0.41
2021-02-03,KZN,6340.6,0.31,0.15,0.42
2021-02-04,KZN,5760.8,0.32,0.17,0.45
2021-02-05,KZN,5258.4,0.35,0.19,0.48
2021-02-06,KZN,4828.8,0.39,0.23,0.53
2021-02-07,KZN,4464.6,0.44,0.27,0.58
2021-02-08,KZN,4154.6,0.48,0.3,0.62
2021-02-09,KZN,3885.2,0.52,0.33,0.66
2021-02-10,KZN,3643.2,0.54,0.35,0.69
2021-02-11,KZN,3418.1,0.55,0.35,0.7
2021-02-12,KZN,3206.1,0.55,0.37,0.72
2021-02-13,KZN,3006.2,0.55,0.36,0.72
2021-02-14,KZN,2820.9,0.55,0.35,0.72
2021-02-15,KZN,2652.9,0.56,0.36,0.74
2021-02-16,KZN,2507.3,0.59,0.38,0.77
2021-02-17,KZN,2386.3,0.63,0.41,0.81
2021-02-18,KZN,2291.6,0.69,0.48,0.88
2021-02-19,KZN,2221.3,0.75,0.52,0.93
2021-02-20,KZN,2170.9,0.81,0.59,1.0
2021-02-21,KZN,2132.9,0.85,0.61,1.03
2021-02-22,KZN,2099.7,0.88,0.64,1.06
2021-02-23,KZN,2063.0,0.88,0.65,1.07
2021-02-24,KZN,2018.2,0.86,0.63,1.05
2021-02-25,KZN,1963.5,0.82,0.58,1.01
2021-02-26,KZN,1899.3,0.79,0.55,0.98
2021-02-27,KZN,1826.2,0.75,0.5,0.94
2021-02-28,KZN,1746.9,0.71,0.45,0.9
2021-03-01,KZN,1665.6,0.68,0.44,0.89
2021-03-02,KZN,1587.3,0.67,0.42,0.88
2021-03-03,KZN,1516.4,0.67,0.42,0.89
2021-03-04,KZN,1454.7,0.69,0.42,0.9
2021-03-05,KZN,1401.7,0.72,0.46,0.94
2021-03-06,KZN,1358.0,0.75,0.48,0.97
2021-03-07,KZN,1323.7,0.79,0.53,1.02
2021-03-08,KZN,1297.6,0.83,0.55,1.05
2021-03-09,KZN,1277.8,0.86,0.59,1.09
2021-03-10,KZN,1259.7,0.88,0.61,1.11
2021-03-11,KZN,1241.7,0.89,0.63,1.13
2021-03-12,KZN,1223.2,0.89,0.61,1.12
2021-03-13,KZN,1202.8,0.88,0.6,1.11
2021-03-14,KZN,1177.9,0.86,0.59,1.1
2021-03-15,KZN,1147.3,0.83,0.55,1.07
2021-03-16,KZN,1111.0,0.8,0.52,1.04
2021-03-17,KZN,1071.8,0.77,0.48,1.01
2021-03-18,KZN,1030.8,0.74,0.44,0.98
2021-03-19,KZN,989.3,0.72,0.44,0.98
2021-03-20,KZN,948.7,0.71,0.42,0.97
2021-03-21,KZN,911.5,0.71,0.41,0.97
2021-03-22,KZN,879.8,0.73,0.41,0.98
2021-03-23,KZN,854.8,0.76,0.46,1.03
2021-03-24,KZN,836.1,0.8,0.48,1.06
2021-03-25,KZN,823.5,0.85,0.53,1.11
2021-03-26,KZN,815.5,0.89,0.58,1.16
2021-03-27,KZN,809.4,0.92,0.62,1.2
2021-03-28,KZN,801.5,0.92,0.59,1.18
2021-03-29,KZN,789.3,0.9,0.58,1.17
2021-03-30,KZN,771.5,0.87,0.55,1.14
2021-03-31,KZN,748.7,0.83,0.49,1.09
2021-04-01,KZN,721.8,0.78,0.47,1.07
2021-04-02,KZN,693.0,0.74,0.42,1.03
2021-04-03,KZN,665.7,0.73,0.39,1.01
2021-04-04,KZN,644.0,0.74,0.39,1.02
2021-04-05,KZN,630.3,0.79,0.46,1.09
2021-04-06,KZN,624.5,0.85,0.5,1.14
2021-04-07,KZN,624.7,0.92,0.57,1.21
2021-04-08,KZN,629.0,0.97,0.62,1.26
2021-04-09,KZN,635.2,1.02,0.69,1.32
2021-04-10,KZN,640.4,1.03,0.7,1.33
2021-04-11,KZN,642.1,1.03,0.69,1.32
2021-04-12,KZN,638.8,0.99,0.65,1.28
2021-04-13,KZN,631.1,0.95,0.62,1.25
2021-04-14,KZN,619.7,0.91,0.56,1.2
2021-04-15,KZN,606.2,0.88,0.53,1.17
2021-04-16,KZN,591.9,0.85,0.52,1.16
2021-04-17,KZN,577.9,0.84,0.49,1.14
2021-04-18,KZN,565.0,0.84,0.5,1.15
2021-04-19,KZN,553.5,0.84,0.49,1.15
2021-04-20,KZN,542.3,0.85,0.5,1.16
2021-04-21,KZN,531.3,0.85,0.48,1.15
2021-04-22,KZN,520.0,0.84,0.49,1.16
2021-04-23,KZN,508.5,0.84,0.47,1.15
2021-04-24,KZN,497.5,0.84,0.48,1.16
2021-04-25,KZN,487.9,0.84,0.46,1.15
2021-04-26,KZN,480.8,0.86,0.49,1.18
2021-04-27,KZN,478.1,0.9,0.54,1.23
2021-04-28,KZN,480.2,0.96,0.59,1.28
2021-04-29,KZN,487.8,1.02,0.65,1.34
2021-04-30,KZN,500.3,1.08,0.71,1.4
2021-05-01,KZN,517.3,1.15,0.78,1.46
2021-05-02,KZN,537.3,1.2,0.84,1.51
2021-05-03,KZN,559.3,1.23,0.89,1.55
2021-05-04,KZN,581.5,1.25,0.92,1.57
2021-05-05,KZN,603.0,1.25,0.89,1.54
2021-05-06,KZN,623.1,1.24,0.89,1.53
2021-05-07,KZN,641.2,1.22,0.89,1.52
2021-05-08,KZN,656.7,1.19,0.84,1.47
2021-05-09,KZN,669.4,1.16,0.83,1.45
2021-05-10,KZN,679.9,1.13,0.79,1.41
2021-05-11,KZN,689.5,1.11,0.77,1.39
2021-05-12,KZN,699.5,1.1,0.78,1.39
2021-05-13,KZN,710.9,1.1,0.77,1.38
2021-05-14,KZN,725.0,1.12,0.78,1.39
2021-05-15,KZN,742.8,1.14,0.82,1.42
2021-05-16,KZN,764.1,1.17,0.84,1.44
2021-05-17,KZN,788.1,1.19,0.88,1.47
2021-05-18,KZN,813.6,1.2,0.88,1.47
2021-05-19,KZN,839.0,1.21,0.89,1.47
2021-05-20,KZN,863.5,1.2,0.9,1.47
2021-05-21,KZN,885.5,1.19,0.87,1.44
2021-05-22,KZN,904.2,1.16,0.87,1.43
2021-05-23,KZN,920.5,1.14,0.84,1.4
2021-05-24,KZN,935.9,1.12,0.81,1.37
2021-05-25,KZN,951.4,1.12,0.83,1.38
2021-05-26,KZN,969.5,1.12,0.83,1.38
2021-05-27,KZN,991.9,1.14,0.83,1.38
2021-05-28,KZN,1021.5,1.17,0.88,1.42
2021-05-29,KZN,1061.1,1.23,0.92,1.46
2021-05-30,KZN,1112.4,1.28,0.99,1.52
2021-05-31,KZN,1177.2,1.35,1.06,1.58
2021-06-01,KZN,1257.6,1.41,1.13,1.64
2021-06-02,KZN,1355.3,1.48,1.22,1.71
2021-06-03,KZN,1471.5,1.54,1.27,1.75
2021-06-04,KZN,1604.9,1.58,1.34,1.8
2021-06-05,KZN,1752.6,1.6,1.35,1.8
2021-06-06,KZN,1908.8,1.6,1.37,1.8
2021-06-07,KZN,2069.6,1.57,1.35,1.77
2021-06-08,KZN,2231.6,1.54,1.31,1.72
2021-06-09,KZN,2391.5,1.5,1.28,1.68
2021-06-10,KZN,2546.3,1.46,1.24,1.63
2021-06-11,KZN,2696.2,1.42,1.21,1.59
2021-06-12,KZN,2843.2,1.38,1.18,1.55
2021-06-13,KZN,2994.3,1.37,1.16,1.53
2021-06-14,KZN,3154.3,1.36,1.16,1.52
2021-06-15,KZN,3326.2,1.37,1.18,1.53
2021-06-16,KZN,3513.6,1.38,1.2,1.54
2021-06-17,KZN,3721.3,1.4,1.2,1.54
2021-06-18,KZN,3953.8,1.42,1.23,1.56
2021-06-19,KZN,4213.9,1.44,1.26,1.58
2021-06-20,KZN,4500.4,1.46,1.28,1.59
2021-06-21,KZN,4813.4,1.47,1.3,1.6
2021-06-22,KZN,5153.8,1.48,1.32,1.61
2021-06-23,KZN,5523.5,1.48,1.31,1.6
2021-06-24,KZN,5922.0,1.49,1.33,1.61
2021-06-25,KZN,6346.3,1.48,1.33,1.6
2021-06-26,KZN,6793.6,1.48,1.33,1.59
2020-03-13,LP,0.7,2.1,0.47,5.6
2020-03-14,LP,0.8,1.9,0.4,4.88
2020-03-15,LP,1.0,1.94,0.38,4.76
2020-03-16,LP,1.3,1.92,0.41,4.58
2020-03-17,LP,1.8,1.82,0.34,4.21
2020-03-18,LP,2.4,1.84,0.33,4.05
2020-03-19,LP,3.1,1.91,0.36,3.98
2020-03-20,LP,4.0,1.82,0.35,3.71
2020-03-21,LP,4.9,1.76,0.37,3.51
2020-03-22,LP,5.9,1.7,0.36,3.31
2020-03-23,LP,6.7,1.65,0.32,3.11
2020-03-24,LP,7.5,1.62,0.32,2.97
2020-03-25,LP,8.0,1.6,0.35,2.89
2020-03-26,LP,8.4,1.54,0.34,2.76
2020-03-27,LP,8.6,1.45,0.29,2.6
2020-03-28,LP,8.6,1.36,0.26,2.47
2020-03-29,LP,8.4,1.29,0.22,2.35
2020-03-30,LP,8.1,1.24,0.22,2.29
2020-03-31,LP,7.7,1.16,0.16,2.16
2020-04-01,LP,7.4,1.1,0.13,2.08
2020-04-02,LP,7.1,1.07,0.12,2.04
2020-04-03,LP,6.7,1.0,0.13,1.99
2020-04-04,LP,6.4,0.97,0.1,1.93
2020-04-05,LP,6.0,0.95,0.09,1.91
2020-04-06,LP,5.6,0.9,0.08,1.86
2020-04-07,LP,5.2,0.88,0.08,1.84
2020-04-08,LP,4.8,0.82,0.05,1.77
2020-04-09,LP,4.5,0.79,0.03,1.73
2020-04-10,LP,4.1,0.79,0.03,1.73
2020-04-11,LP,3.8,0.75,0.01,1.68
2020-04-12,LP,3.6,0.73,0.03,1.68
2020-04-13,LP,3.4,0.73,0.02,1.67
2020-04-14,LP,3.3,0.73,0.01,1.67
2020-04-15,LP,3.2,0.74,0.04,1.71
2020-04-16,LP,3.1,0.76,0.03,1.72
2020-04-17,LP,3.0,0.77,0.06,1.77
2020-04-18,LP,3.0,0.79,0.02,1.76
2020-04-19,LP,3.1,0.81,0.03,1.79
2020-04-20,LP,3.3,0.82,0.07,1.84
2020-04-21,LP,3.5,0.82,0.03,1.81
2020-04-22,LP,3.8,0.81,0.04,1.81
2020-04-23,LP,4.1,0.84,0.05,1.85
2020-04-24,LP,4.5,0.86,0.05,1.86
2020-04-25,LP,4.9,0.85,0.03,1.83
2020-04-26,LP,5.4,0.87,0.06,1.87
2020-04-27,LP,6.0,0.86,0.04,1.84
2020-04-28,LP,6.6,0.88,0.09,1.89
2020-04-29,LP,7.3,0.92,0.07,1.9
2020-04-30,LP,8.1,0.98,0.13,1.98
2020-05-01,LP,9.0,0.98,0.11,1.95
2020-05-02,LP,9.9,0.99,0.11,1.94
2020-05-03,LP,10.8,1.0,0.12,1.94
2020-05-04,LP,11.8,1.02,0.12,1.93
2020-05-05,LP,12.7,1.03,0.16,1.95
2020-05-06,LP,13.6,1.05,0.17,1.95
2020-05-07,LP,14.4,1.07,0.19,1.96
2020-05-08,LP,15.4,1.09,0.22,1.98
2020-05-09,LP,16.8,1.11,0.23,1.98
2020-05-10,LP,18.8,1.15,0.25,2.0
2020-05-11,LP,21.5,1.23,0.32,2.07
2020-05-12,LP,25.1,1.35,0.46,2.2
2020-05-13,LP,29.6,1.45,0.56,2.27
2020-05-14,LP,34.5,1.54,0.68,2.34
2020-05-15,LP,39.4,1.6,0.76,2.36
2020-05-16,LP,43.8,1.6,0.78,2.32
2020-05-17,LP,47.3,1.58,0.79,2.27
2020-05-18,LP,49.4,1.51,0.76,2.19
2020-05-19,LP,50.0,1.43,0.68,2.08
2020-05-20,LP,49.5,1.33,0.6,1.97
2020-05-21,LP,48.5,1.23,0.53,1.88
2020-05-22,LP,47.4,1.16,0.46,1.8
2020-05-23,LP,46.6,1.1,0.38,1.72
2020-05-24,LP,46.6,1.07,0.37,1.7
2020-05-25,LP,47.5,1.07,0.36,1.69
2020-05-26,LP,49.0,1.07,0.36,1.69
2020-05-27,LP,50.7,1.08,0.36,1.69
2020-05-28,LP,52.3,1.1,0.4,1.72
2020-05-29,LP,53.5,1.09,0.41,1.72
2020-05-30,LP,54.1,1.09,0.42,1.72
2020-05-31,LP,54.4,1.07,0.37,1.67
2020-06-01,LP,54.6,1.05,0.37,1.66
2020-06-02,LP,55.5,1.05,0.35,1.64
2020-06-03,LP,57.3,1.07,0.41,1.69
2020-06-04,LP,60.3,1.12,0.44,1.72
2020-06-05,LP,65.0,1.2,0.53,1.8
2020-06-06,LP,71.8,1.28,0.6,1.86
2020-06-07,LP,80.7,1.39,0.73,1.96
2020-06-08,LP,91.9,1.49,0.84,2.04
2020-06-09,LP,105.0,1.6,1.01,2.16
2020-06-10,LP,120.0,1.69,1.1,2.21
2020-06-11,LP,136.6,1.74,1.16,2.23
2020-06-12,LP,154.0,1.76,1.22,2.24
2020-06-13,LP,171.4,1.75,1.24,2.22
2020-06-14,LP,188.0,1.7,1.2,2.15
2020-06-15,LP,203.2,1.65,1.16,2.08
2020-06-16,LP,217.6,1.59,1.1,2.0
2020-06-17,LP,231.7,1.53,1.05,1.93
2020-06-18,LP,246.4,1.49,1.03,1.89
2020-06-19,LP,263.2,1.48,1.04,1.88
2020-06-20,LP,283.4,1.49,1.04,1.87
2020-06-21,LP,308.2,1.52,1.08,1.89
2020-06-22,LP,338.6,1.57,1.14,1.93
2020-06-23,LP,374.0,1.61,1.22,1.98
2020-06-24,LP,413.9,1.65,1.25,1.99
2020-06-25,LP,458.0,1.67,1.27,1.99
2020-06-26,LP,505.3,1.67,1.31,2.0
2020-06-27,LP,555.7,1.67,1.3,1.97
2020-06-28,LP,609.5,1.65,1.3,1.95
2020-06-29,LP,666.7,1.64,1.3,1.93
2020-06-30,LP,727.9,1.62,1.29,1.9
2020-07-01,LP,793.9,1.61,1.3,1.89
2020-07-02,LP,865.2,1.6,1.28,1.86
2020-07-03,LP,942.4,1.6,1.29,1.85
2020-07-04,LP,1024.3,1.59,1.3,1.84
2020-07-05,LP,1108.1,1.57,1.27,1.8
2020-07-06,LP,1191.7,1.53,1.27,1.78
2020-07-07,LP,1273.3,1.49,1.22,1.72
2020-07-08,LP,1351.2,1.44,1.18,1.67
2020-07-09,LP,1424.2,1.4,1.14,1.62
2020-07-10,LP,1491.4,1.35,1.1,1.57
2020-07-11,LP,1555.7,1.31,1.05,1.52
2020-07-12,LP,1620.4,1.29,1.04,1.5
2020-07-13,LP,1687.4,1.29,1.05,1.5
2020-07-14,LP,1756.6,1.28,1.03,1.48
2020-07-15,LP,1827.3,1.28,1.04,1.48
2020-07-16,LP,1897.3,1.27,1.04,1.47
2020-07-17,LP,1965.8,1.25,1.01,1.44
2020-07-18,LP,2027.4,1.23,1.0,1.42
2020-07-19,LP,2077.1,1.19,0.96,1.38
2020-07-20,LP,2112.5,1.14,0.9,1.32
2020-07-21,LP,2134.0,1.09,0.88,1.29
2020-07-22,LP,2143.7,1.05,0.83,1.24
2020-07-23,LP,2143.9,1.01,0.8,1.21
2020-07-24,LP,2133.9,0.98,0.77,1.18
2020-07-25,LP,2114.2,0.95,0.71,1.13
2020-07-26,LP,2086.2,0.92,0.69,1.11
2020-07-27,LP,2049.4,0.89,0.66,1.08
2020-07-28,LP,2003.3,0.86,0.64,1.06
2020-07-29,LP,1947.7,0.82,0.58,1.01
2020-07-30,LP,1883.5,0.78,0.56,0.99
2020-07-31,LP,1812.1,0.75,0.51,0.95
2020-08-01,LP,1737.0,0.72,0.46,0.91
2020-08-02,LP,1661.6,0.7,0.46,0.91
2020-08-03,LP,1588.8,0.69,0.44,0.9
2020-08-04,LP,1519.3,0.69,0.43,0.9
2020-08-05,LP,1452.4,0.68,0.41,0.89
2020-08-06,LP,1386.3,0.68,0.43,0.91
2020-08-07,LP,1322.2,0.67,0.41,0.9
2020-08-08,LP,1261.7,0.67,0.4,0.9
2020-08-09,LP,1206.6,0.68,0.4,0.91
2020-08-10,LP,1157.7,0.69,0.4,0.92
2020-08-11,LP,1116.1,0.72,0.44,0.96
2020-08-12,LP,1082.3,0.76,0.46,0.99
2020-08-13,LP,1057.1,0.8,0.52,1.05
2020-08-14,LP,1038.3,0.84,0.54,1.08
2020-08-15,LP,1021.9,0.86,0.57,1.11
2020-08-16,LP,1003.7,0.87,0.58,1.12
2020-08-17,LP,981.3,0.85,0.55,1.1
2020-08-18,LP,953.8,0.82,0.52,1.07
2020-08-19,LP,921.7,0.79,0.48,1.04
2020-08-20,LP,884.3,0.74,0.45,1.01
2020-08-21,LP,843.4,0.7,0.4,0.97
2020-08-22,LP,800.5,0.67,0.36,0.94
2020-08-23,LP,758.7,0.64,0.33,0.92
2020-08-24,LP,720.2,0.64,0.32,0.92
2020-08-25,LP,686.9,0.65,0.33,0.94
2020-08-26,LP,658.9,0.67,0.34,0.96
2020-08-27,LP,637.0,0.71,0.37,1.0
2020-08-28,LP,619.9,0.75,0.4,1.04
2020-08-29,LP,606.7,0.79,0.45,1.09
2020-08-30,LP,595.1,0.83,0.5,1.14
2020-08-31,LP,582.8,0.83,0.48,1.13
2020-09-01,LP,568.2,0.83,0.49,1.14
2020-09-02,LP,551.7,0.81,0.45,1.11
2020-09-03,LP,534.2,0.79,0.42,1.09
2020-09-04,LP,517.0,0.78,0.43,1.1
2020-09-05,LP,500.9,0.77,0.41,1.09
2020-09-06,LP,487.1,0.79,0.4,1.09
2020-09-07,LP,476.9,0.81,0.44,1.13
2020-09-08,LP,470.9,0.85,0.46,1.16
2020-09-09,LP,469.0,0.89,0.51,1.21
2020-09-10,LP,470.3,0.94,0.56,1.26
2020-09-11,LP,474.3,0.99,0.61,1.31
2020-09-12,LP,480.7,1.03,0.67,1.36
2020-09-13,LP,489.1,1.07,0.7,1.39
2020-09-14,LP,498.7,1.09,0.71,1.4
2020-09-15,LP,508.1,1.11,0.75,1.43
2020-09-16,LP,517.1,1.11,0.74,1.42
2020-09-17,LP,525.6,1.11,0.76,1.43
2020-09-18,LP,533.5,1.1,0.74,1.41
2020-09-19,LP,540.4,1.09,0.73,1.4
2020-09-20,LP,545.6,1.08,0.74,1.4
2020-09-21,LP,549.1,1.06,0.71,1.37
2020-09-22,LP,550.8,1.04,0.69,1.35
2020-09-23,LP,551.1,1.02,0.67,1.33
2020-09-24,LP,548.9,0.99,0.64,1.3
2020-09-25,LP,544.8,0.97,0.62,1.28
2020-09-26,LP,539.9,0.95,0.58,1.25
2020-09-27,LP,535.4,0.94,0.58,1.25
2020-09-28,LP,531.6,0.94,0.58,1.25
2020-09-29,LP,528.6,0.95,0.59,1.26
2020-09-30,LP,526.0,0.95,0.59,1.26
2020-10-01,LP,524.0,0.96,0.61,1.28
2020-10-02,LP,522.5,0.96,0.61,1.28
2020-10-03,LP,520.7,0.97,0.62,1.29
2020-10-04,LP,518.3,0.96,0.62,1.29
2020-10-05,LP,515.4,0.96,0.58,1.26
2020-10-06,LP,512.3,0.96,0.58,1.26
2020-10-07,LP,509.1,0.96,0.58,1.26
2020-10-08,LP,505.6,0.95,0.58,1.26
2020-10-09,LP,501.8,0.94,0.58,1.26
2020-10-10,LP,497.9,0.94,0.58,1.26
2020-10-11,LP,493.7,0.94,0.59,1.27
2020-10-12,LP,489.6,0.93,0.55,1.24
2020-10-13,LP,485.7,0.93,0.56,1.25
2020-10-14,LP,482.1,0.94,0.57,1.26
2020-10-15,LP,478.5,0.94,0.57,1.26
2020-10-16,LP,474.2,0.94,0.58,1.27
2020-10-17,LP,468.9,0.92,0.54,1.24
2020-10-18,LP,462.6,0.91,0.53,1.23
2020-10-19,LP,454.9,0.89,0.52,1.22
2020-10-20,LP,445.9,0.87,0.48,1.19
2020-10-21,LP,436.4,0.86,0.48,1.19
2020-10-22,LP,427.5,0.85,0.49,1.2
2020-10-23,LP,420.2,0.86,0.47,1.19
2020-10-24,LP,414.1,0.88,0.5,1.22
2020-10-25,LP,408.8,0.88,0.48,1.21
2020-10-26,LP,404.0,0.89,0.49,1.22
2020-10-27,LP,399.0,0.9,0.51,1.24
2020-10-28,LP,392.9,0.89,0.51,1.24
2020-10-29,LP,384.7,0.87,0.47,1.21
2020-10-30,LP,373.9,0.84,0.45,1.19
2020-10-31,LP,361.6,0.8,0.4,1.15
2020-11-01,LP,348.4,0.78,0.36,1.12
2020-11-02,LP,335.0,0.75,0.33,1.1
2020-11-03,LP,321.9,0.73,0.33,1.1
2020-11-04,LP,310.2,0.73,0.32,1.1
2020-11-05,LP,300.3,0.74,0.32,1.11
2020-11-06,LP,292.4,0.76,0.33,1.13
2020-11-07,LP,286.4,0.79,0.35,1.16
2020-11-08,LP,281.8,0.82,0.39,1.2
2020-11-09,LP,277.9,0.84,0.39,1.21
2020-11-10,LP,274.1,0.86,0.42,1.24
2020-11-11,LP,269.4,0.86,0.43,1.25
2020-11-12,LP,263.1,0.85,0.4,1.23
2020-11-13,LP,254.9,0.82,0.38,1.21
2020-11-14,LP,245.0,0.78,0.32,1.16
2020-11-15,LP,233.5,0.74,0.27,1.12
